junction,time_seconds,hour,minute,vehicles_count,queue_length,waiting_time,day_type,congested
Botley_Rd,30000,8,20,13,17,69.05,weekday,1
Botley_Rd,30300,8,25,14,18,76.21,weekday,1
Botley_Rd,30600,8,30,14,20,83.0,weekday,1
Botley_Rd,30900,8,35,11,12,51.36,weekday,0
Botley_Rd,31200,8,40,15,21,90.28,weekday,1
Botley_Rd,31500,8,45,16,22,97.3,weekday,1
Botley_Rd,31800,8,50,17,25,106.66,weekday,1
Botley_Rd,32100,8,55,15,17,68.05,weekday,1
Botley_Rd,32400,9,0,21,29,125.46,weekday,1
Botley_Rd,32700,9,5,15,17,73.68,weekday,1
Botley_Rd,33000,9,10,26,34,146.64,weekday,1
Botley_Rd,33300,9,15,17,23,98.34,weekday,1
Botley_Rd,33600,9,20,19,29,125.01,weekday,1
Botley_Rd,33900,9,25,17,21,89.92,weekday,1
Botley_Rd,34200,9,30,13,15,62.15,weekday,0
Botley_Rd,34500,9,35,11,16,67.95,weekday,1
Botley_Rd,34800,9,40,8,13,59.57,weekday,0
Botley_Rd,35100,9,45,10,14,57.73,weekday,0
Botley_Rd,35400,9,50,22,26,113.15,weekday,1
Botley_Rd,35700,9,55,13,14,63.28,weekday,0
Botley_Rd,36000,10,0,6,7,29.61,weekday,0
Botley_Rd,36300,10,5,4,5,18.31,weekday,0
Botley_Rd,36600,10,10,3,0,0.0,weekday,0
Botley_Rd,36900,10,15,3,6,26.14,weekday,0
Botley_Rd,37200,10,20,2,1,0.16,weekday,0
Botley_Rd,37500,10,25,2,2,7.15,weekday,0
Botley_Rd,37800,10,30,5,4,14.54,weekday,0
Botley_Rd,38100,10,35,6,9,35.71,weekday,0
Botley_Rd,38400,10,40,3,5,24.35,weekday,0
Botley_Rd,38700,10,45,5,3,10.25,weekday,0
Botley_Rd,39000,10,50,8,9,35.77,weekday,0
Botley_Rd,39300,10,55,3,6,26.55,weekday,0
Botley_Rd,39600,11,0,6,10,39.7,weekday,0
Botley_Rd,39900,11,5,4,6,22.24,weekday,0
Botley_Rd,40200,11,10,3,5,20.88,weekday,0
Botley_Rd,40500,11,15,2,2,7.43,weekday,0
Botley_Rd,40800,11,20,1,4,10.18,weekday,0
Botley_Rd,41100,11,25,4,5,23.81,weekday,0
Botley_Rd,41400,11,30,3,0,3.18,weekday,0
Botley_Rd,41700,11,35,4,9,38.53,weekday,0
Botley_Rd,42000,11,40,6,6,23.06,weekday,0
Botley_Rd,42300,11,45,3,2,11.92,weekday,0
Botley_Rd,42600,11,50,3,4,18.74,weekday,0
Botley_Rd,42900,11,55,4,3,10.33,weekday,0
Botley_Rd,43200,12,0,6,4,19.43,weekday,0
Botley_Rd,43500,12,5,5,9,30.34,weekday,0
Botley_Rd,43800,12,10,10,12,51.38,weekday,0
Botley_Rd,44100,12,15,9,11,40.99,weekday,0
Botley_Rd,44400,12,20,8,11,43.49,weekday,0
Botley_Rd,44700,12,25,7,11,41.56,weekday,0
Botley_Rd,45000,12,30,12,16,66.73,weekday,1
Botley_Rd,45300,12,35,10,14,59.03,weekday,0
Botley_Rd,45600,12,40,7,7,24.34,weekday,0
Botley_Rd,45900,12,45,7,10,42.39,weekday,0
Botley_Rd,46200,12,50,7,10,39.82,weekday,0
Botley_Rd,46500,12,55,8,11,43.82,weekday,0
Botley_Rd,46800,13,0,7,12,51.35,weekday,0
Botley_Rd,47100,13,5,10,14,51.2,weekday,0
Botley_Rd,47400,13,10,8,10,44.53,weekday,0
Botley_Rd,47700,13,15,7,9,33.45,weekday,0
Botley_Rd,48000,13,20,11,15,64.73,weekday,0
Botley_Rd,48300,13,25,6,8,38.37,weekday,0
Botley_Rd,48600,13,30,5,6,21.43,weekday,0
Botley_Rd,48900,13,35,6,6,25.23,weekday,0
Botley_Rd,49200,13,40,7,14,60.59,weekday,0
Botley_Rd,49500,13,45,5,3,12.96,weekday,0
Botley_Rd,49800,13,50,8,13,58.76,weekday,0
Botley_Rd,50100,13,55,5,10,43.99,weekday,0
Botley_Rd,50400,14,0,3,5,19.39,weekday,0
Botley_Rd,50700,14,5,4,3,8.66,weekday,0
Botley_Rd,51000,14,10,6,9,37.62,weekday,0
Botley_Rd,51300,14,15,4,8,34.45,weekday,0
Botley_Rd,51600,14,20,4,8,26.95,weekday,0
Botley_Rd,51900,14,25,5,5,17.48,weekday,0
Botley_Rd,52200,14,30,5,6,21.48,weekday,0
Botley_Rd,52500,14,35,4,8,31.73,weekday,0
Botley_Rd,52800,14,40,7,9,35.96,weekday,0
Botley_Rd,53100,14,45,4,1,4.1,weekday,0
Botley_Rd,53400,14,50,1,2,8.77,weekday,0
Botley_Rd,53700,14,55,2,4,23.16,weekday,0
Botley_Rd,54000,15,0,4,6,28.42,weekday,0
Botley_Rd,54300,15,5,7,8,31.69,weekday,0
Botley_Rd,54600,15,10,4,4,17.4,weekday,0
Botley_Rd,54900,15,15,1,0,0.28,weekday,0
Botley_Rd,55200,15,20,3,6,28.75,weekday,0
Botley_Rd,55500,15,25,2,7,24.96,weekday,0
Botley_Rd,55800,15,30,7,10,41.32,weekday,0
Botley_Rd,56100,15,35,2,2,11.85,weekday,0
Botley_Rd,56400,15,40,5,8,34.16,weekday,0
Botley_Rd,56700,15,45,6,10,44.68,weekday,0
Botley_Rd,57000,15,50,4,8,35.89,weekday,0
Botley_Rd,57300,15,55,3,4,17.03,weekday,0
Botley_Rd,57600,16,0,6,7,28.85,weekday,0
Botley_Rd,57900,16,5,2,4,15.04,weekday,0
Botley_Rd,58200,16,10,6,8,34.69,weekday,0
Botley_Rd,58500,16,15,4,7,27.55,weekday,0
Botley_Rd,58800,16,20,6,8,34.62,weekday,0
Botley_Rd,59100,16,25,5,6,25.42,weekday,0
Botley_Rd,59400,16,30,2,2,11.55,weekday,0
Botley_Rd,59700,16,35,3,4,22.22,weekday,0
Botley_Rd,60000,16,40,5,7,32.21,weekday,0
Botley_Rd,60300,16,45,4,7,28.73,weekday,0
Botley_Rd,60600,16,50,4,7,27.21,weekday,0
Botley_Rd,60900,16,55,2,3,12.72,weekday,0
Botley_Rd,61200,17,0,11,15,56.6,weekday,0
Botley_Rd,61500,17,5,11,21,95.12,weekday,1
Botley_Rd,61800,17,10,9,14,63.91,weekday,0
Botley_Rd,62100,17,15,11,14,60.55,weekday,0
Botley_Rd,62400,17,20,11,17,68.92,weekday,1
Botley_Rd,62700,17,25,12,18,75.23,weekday,1
Botley_Rd,63000,17,30,10,13,50.56,weekday,0
Botley_Rd,63300,17,35,9,11,47.76,weekday,0
Botley_Rd,63600,17,40,7,10,42.5,weekday,0
Botley_Rd,63900,17,45,11,11,46.74,weekday,0
Botley_Rd,64200,17,50,11,14,59.79,weekday,0
Botley_Rd,64500,17,55,9,15,61.66,weekday,0
Botley_Rd,64800,18,0,10,14,64.93,weekday,0
Botley_Rd,65100,18,5,15,21,88.25,weekday,1
Botley_Rd,65400,18,10,16,20,87.91,weekday,1
Botley_Rd,65700,18,15,9,14,57.31,weekday,0
Botley_Rd,66000,18,20,9,9,39.21,weekday,0
Botley_Rd,66300,18,25,11,11,45.94,weekday,0
Botley_Rd,66600,18,30,5,4,13.28,weekday,0
Botley_Rd,66900,18,35,8,11,43.54,weekday,0
Botley_Rd,67200,18,40,7,10,45.91,weekday,0
Botley_Rd,67500,18,45,17,21,85.15,weekday,1
Botley_Rd,67800,18,50,11,12,50.88,weekday,0
Botley_Rd,68100,18,55,14,19,73.89,weekday,1
Botley_Rd,68400,19,0,5,4,11.42,weekday,0
Botley_Rd,68700,19,5,1,0,0.0,weekday,0
Botley_Rd,69000,19,10,3,3,13.41,weekday,0
Botley_Rd,69300,19,15,5,9,39.24,weekday,0
Botley_Rd,69600,19,20,2,0,3.96,weekday,0
Botley_Rd,69900,19,25,4,4,14.67,weekday,0
Botley_Rd,70200,19,30,6,11,45.76,weekday,0
Botley_Rd,70500,19,35,2,5,17.68,weekday,0
Botley_Rd,70800,19,40,1,0,0.0,weekday,0
Botley_Rd,71100,19,45,3,3,10.23,weekday,0
Botley_Rd,71400,19,50,2,0,0.0,weekday,0
Botley_Rd,71700,19,55,4,6,30.16,weekday,0
Iffley_Rd,21600,6,0,3,3,14.39,weekday,0
Iffley_Rd,21900,6,5,6,7,24.39,weekday,0
Iffley_Rd,22200,6,10,5,2,7.91,weekday,0
Iffley_Rd,22500,6,15,6,11,48.33,weekday,0
Iffley_Rd,22800,6,20,2,6,22.37,weekday,0
Iffley_Rd,23100,6,25,3,4,21.66,weekday,0
Iffley_Rd,23400,6,30,3,4,18.44,weekday,0
Iffley_Rd,23700,6,35,4,5,19.99,weekday,0
Iffley_Rd,24000,6,40,0,1,0.64,weekday,0
Iffley_Rd,24300,6,45,5,7,30.56,weekday,0
Iffley_Rd,24600,6,50,1,3,10.95,weekday,0
Iffley_Rd,24900,6,55,5,8,34.88,weekday,0
Iffley_Rd,25200,7,0,1,2,13.91,weekday,0
Iffley_Rd,25500,7,5,2,4,11.17,weekday,0
Iffley_Rd,25800,7,10,7,8,34.69,weekday,0
Iffley_Rd,26100,7,15,3,7,24.91,weekday,0
Iffley_Rd,26400,7,20,7,16,63.83,weekday,1
Iffley_Rd,26700,7,25,3,3,10.12,weekday,0
Iffley_Rd,27000,7,30,3,0,0.09,weekday,0
Iffley_Rd,27300,7,35,1,2,7.7,weekday,0
Iffley_Rd,27600,7,40,0,3,13.68,weekday,0
Iffley_Rd,27900,7,45,3,4,12.01,weekday,0
Iffley_Rd,28200,7,50,1,0,1.9,weekday,0
Iffley_Rd,28500,7,55,2,0,0.6,weekday,0
Iffley_Rd,28800,8,0,4,5,19.26,weekday,0
Iffley_Rd,29100,8,5,18,24,100.54,weekday,1
Iffley_Rd,29400,8,10,12,13,56.95,weekday,0
Iffley_Rd,29700,8,15,11,13,53.82,weekday,0
Iffley_Rd,30000,8,20,14,21,83.95,weekday,1
Iffley_Rd,30300,8,25,12,15,65.87,weekday,0
Iffley_Rd,30600,8,30,11,15,60.93,weekday,0
Iffley_Rd,30900,8,35,18,21,89.1,weekday,1
Iffley_Rd,31200,8,40,11,16,75.64,weekday,1
Iffley_Rd,31500,8,45,8,10,43.18,weekday,0
Iffley_Rd,31800,8,50,14,20,84.58,weekday,1
Iffley_Rd,32100,8,55,14,22,93.75,weekday,1
Iffley_Rd,32400,9,0,12,18,76.44,weekday,1
Iffley_Rd,32700,9,5,14,17,69.5,weekday,1
Iffley_Rd,33000,9,10,18,22,95.56,weekday,1
Iffley_Rd,33300,9,15,9,9,37.37,weekday,0
Iffley_Rd,33600,9,20,14,18,69.58,weekday,1
Iffley_Rd,33900,9,25,9,13,52.51,weekday,0
Iffley_Rd,34200,9,30,12,19,79.13,weekday,1
Iffley_Rd,34500,9,35,18,26,109.44,weekday,1
Iffley_Rd,34800,9,40,12,14,63.06,weekday,0
Iffley_Rd,35100,9,45,20,30,122.9,weekday,1
Iffley_Rd,35400,9,50,9,12,50.62,weekday,0
Iffley_Rd,35700,9,55,12,19,82.46,weekday,1
Iffley_Rd,36000,10,0,6,10,39.67,weekday,0
Iffley_Rd,36300,10,5,3,3,11.64,weekday,0
Iffley_Rd,36600,10,10,2,3,10.69,weekday,0
Iffley_Rd,36900,10,15,4,5,13.14,weekday,0
Iffley_Rd,37200,10,20,0,2,12.22,weekday,0
Iffley_Rd,37500,10,25,0,0,1.01,weekday,0
Iffley_Rd,37800,10,30,7,8,33.5,weekday,0
Iffley_Rd,38100,10,35,5,7,30.84,weekday,0
Iffley_Rd,38400,10,40,3,3,10.44,weekday,0
Iffley_Rd,38700,10,45,2,3,12.08,weekday,0
Iffley_Rd,39000,10,50,4,3,15.55,weekday,0
Iffley_Rd,39300,10,55,0,0,0.0,weekday,0
Iffley_Rd,39600,11,0,1,2,9.19,weekday,0
Iffley_Rd,39900,11,5,5,8,34.15,weekday,0
Iffley_Rd,40200,11,10,4,2,10.21,weekday,0
Iffley_Rd,40500,11,15,2,1,4.65,weekday,0
Iffley_Rd,40800,11,20,2,1,3.43,weekday,0
Iffley_Rd,41100,11,25,5,7,31.08,weekday,0
Iffley_Rd,41400,11,30,0,0,0.0,weekday,0
Iffley_Rd,41700,11,35,5,6,28.74,weekday,0
Iffley_Rd,42000,11,40,5,9,35.97,weekday,0
Iffley_Rd,42300,11,45,2,2,12.93,weekday,0
Iffley_Rd,42600,11,50,4,2,8.5,weekday,0
Iffley_Rd,42900,11,55,0,0,6.59,weekday,0
Iffley_Rd,43200,12,0,9,8,30.89,weekday,0
Iffley_Rd,43500,12,5,10,13,53.03,weekday,0
Iffley_Rd,43800,12,10,7,10,42.14,weekday,0
Iffley_Rd,44100,12,15,5,10,43.82,weekday,0
Iffley_Rd,44400,12,20,5,5,17.64,weekday,0
Iffley_Rd,44700,12,25,5,5,23.11,weekday,0
Iffley_Rd,45000,12,30,7,12,50.5,weekday,0
Iffley_Rd,45300,12,35,6,4,14.05,weekday,0
Iffley_Rd,45600,12,40,11,16,71.87,weekday,1
Iffley_Rd,45900,12,45,7,9,33.05,weekday,0
Iffley_Rd,46200,12,50,5,5,21.95,weekday,0
Iffley_Rd,46500,12,55,9,11,46.87,weekday,0
Iffley_Rd,46800,13,0,6,3,18.73,weekday,0
Iffley_Rd,47100,13,5,5,6,23.35,weekday,0
Iffley_Rd,47400,13,10,9,13,54.11,weekday,0
Iffley_Rd,47700,13,15,8,11,43.58,weekday,0
Iffley_Rd,48000,13,20,7,7,21.91,weekday,0
Iffley_Rd,48300,13,25,8,13,57.44,weekday,0
Iffley_Rd,48600,13,30,3,6,25.99,weekday,0
Iffley_Rd,48900,13,35,9,9,38.47,weekday,0
Iffley_Rd,49200,13,40,7,10,41.04,weekday,0
Iffley_Rd,49500,13,45,3,6,26.09,weekday,0
Iffley_Rd,49800,13,50,3,6,20.07,weekday,0
Iffley_Rd,50100,13,55,6,6,24.17,weekday,0
Iffley_Rd,50400,14,0,4,9,41.53,weekday,0
Iffley_Rd,50700,14,5,4,7,25.29,weekday,0
Iffley_Rd,51000,14,10,1,0,0.86,weekday,0
Iffley_Rd,51300,14,15,2,3,10.87,weekday,0
Iffley_Rd,51600,14,20,3,5,18.35,weekday,0
Iffley_Rd,51900,14,25,5,5,16.94,weekday,0
Iffley_Rd,52200,14,30,4,6,26.0,weekday,0
Iffley_Rd,52500,14,35,4,4,13.99,weekday,0
Iffley_Rd,52800,14,40,0,0,0.0,weekday,0
Iffley_Rd,53100,14,45,1,0,1.62,weekday,0
Iffley_Rd,53400,14,50,0,2,4.62,weekday,0
Iffley_Rd,53700,14,55,4,7,29.07,weekday,0
Iffley_Rd,54000,15,0,8,10,42.41,weekday,0
Iffley_Rd,54300,15,5,5,7,31.15,weekday,0
Iffley_Rd,54600,15,10,0,0,0.0,weekday,0
Iffley_Rd,54900,15,15,3,7,25.12,weekday,0
Iffley_Rd,55200,15,20,3,2,9.06,weekday,0
Iffley_Rd,55500,15,25,0,0,1.3,weekday,0
Iffley_Rd,55800,15,30,6,7,30.36,weekday,0
Iffley_Rd,56100,15,35,3,5,19.25,weekday,0
Iffley_Rd,56400,15,40,1,1,4.51,weekday,0
Iffley_Rd,56700,15,45,3,4,13.85,weekday,0
Iffley_Rd,57000,15,50,5,9,33.66,weekday,0
Iffley_Rd,57300,15,55,1,1,4.67,weekday,0
Iffley_Rd,57600,16,0,7,8,31.59,weekday,0
Iffley_Rd,57900,16,5,4,5,24.11,weekday,0
Iffley_Rd,58200,16,10,1,1,3.27,weekday,0
Iffley_Rd,58500,16,15,1,4,15.04,weekday,0
Iffley_Rd,58800,16,20,4,6,21.25,weekday,0
Iffley_Rd,59100,16,25,5,8,29.94,weekday,0
Iffley_Rd,59400,16,30,6,9,42.65,weekday,0
Iffley_Rd,59700,16,35,2,2,10.28,weekday,0
Iffley_Rd,60000,16,40,4,6,22.79,weekday,0
Iffley_Rd,60300,16,45,2,4,16.33,weekday,0
Iffley_Rd,60600,16,50,2,4,11.91,weekday,0
Iffley_Rd,60900,16,55,2,4,13.91,weekday,0
Iffley_Rd,61200,17,0,13,19,80.55,weekday,1
Iffley_Rd,61500,17,5,5,9,35.7,weekday,0
Iffley_Rd,61800,17,10,12,15,60.15,weekday,0
Iffley_Rd,62100,17,15,9,12,51.13,weekday,0
Iffley_Rd,62400,17,20,9,14,60.38,weekday,0
Iffley_Rd,62700,17,25,7,10,45.82,weekday,0
Iffley_Rd,63000,17,30,9,13,56.33,weekday,0
Iffley_Rd,63300,17,35,9,15,61.55,weekday,0
Iffley_Rd,63600,17,40,10,12,52.18,weekday,0
Iffley_Rd,63900,17,45,9,17,74.95,weekday,1
Iffley_Rd,64200,17,50,11,16,67.54,weekday,1
Iffley_Rd,64500,17,55,10,14,57.33,weekday,0
Iffley_Rd,64800,18,0,10,11,46.05,weekday,0
Iffley_Rd,65100,18,5,12,17,74.27,weekday,1
Iffley_Rd,65400,18,10,10,11,48.3,weekday,0
Iffley_Rd,65700,18,15,9,12,47.14,weekday,0
Iffley_Rd,66000,18,20,10,16,66.43,weekday,1
Iffley_Rd,66300,18,25,14,19,78.58,weekday,1
Iffley_Rd,66600,18,30,15,19,80.68,weekday,1
Iffley_Rd,66900,18,35,11,14,60.97,weekday,0
Iffley_Rd,67200,18,40,11,16,68.35,weekday,1
Iffley_Rd,67500,18,45,11,13,53.84,weekday,0
Iffley_Rd,67800,18,50,12,16,64.28,weekday,1
Iffley_Rd,68100,18,55,10,13,58.21,weekday,0
Iffley_Rd,68400,19,0,5,3,13.86,weekday,0
Iffley_Rd,68700,19,5,2,1,2.64,weekday,0
Iffley_Rd,69000,19,10,1,2,2.55,weekday,0
Iffley_Rd,69300,19,15,4,5,16.21,weekday,0
Iffley_Rd,69600,19,20,2,5,19.74,weekday,0
Iffley_Rd,69900,19,25,3,3,13.84,weekday,0
Iffley_Rd,70200,19,30,4,5,17.01,weekday,0
Iffley_Rd,70500,19,35,0,1,3.6,weekday,0
Iffley_Rd,70800,19,40,4,4,17.24,weekday,0
Iffley_Rd,71100,19,45,0,0,4.47,weekday,0
Iffley_Rd,71400,19,50,1,4,14.84,weekday,0
Iffley_Rd,71700,19,55,1,1,1.55,weekday,0
